UID;Name;Position;Age;Height;Weight;Inf;Club;Division;Nat;2nd Nat;Home-Grown Status;Personality;Media Handling;Wage;Transfer Value;Asking Price;Preferred Foot;Yel;xG;Starts;Red;PoM;Pen/R;Pens S;Pens Saved Ratio;Pens Saved;Pens Faced;Pens;Mins;Gls/90;Conc;Gls;Fls;FA;xG/90;xG-OP;xA/90;xA;Con/90;Clean Sheets;Av Rat;Mins/Gl;Ast;Hdrs A;Apps;Tck/90;Tck W;Tck A;Tck R;Shot/90;Shot %;ShT/90;ShT;Shots Outside Box/90;Shts Blckd/90;Shts Blckd;Shots;Svt;Svp;Svh;Sv %;Pr passes/90;Pr Passes;Pres C/90;Pres C;Pres A/90;Pres A;Poss Won/90;Poss Lost/90;Ps C/90;Ps C;Ps A/90;Pas A;Pas %;OP-KP/90;OP-KP;OP-Crs C/90;OP-Crs C;OP-Crs A/90;OP-Crs A;OP-Cr %;Off;Gl Mst;K Tck/90;K Tck;K Ps/90;K Pas;K Hdrs/90;Int/90;Itc;Sprints/90;Hdr %;Hdrs W/90;Hdrs;Hdrs L/90;Goals Outside Box;xSv %;xGP/90;xGP;Drb/90;Drb;Dist/90;Distance;Cr C/90;Cr C;Crs A/90;Cr A;Cr C/A;Conv %;Clr/90;Clear;CCC;Ch C/90;Blk/90;Blk;Asts/90;Aer A/90
85133955;Jérémy Gélin;D (C), DM, M (C);29;183 cm;79 kg;Wnt;Panserraikos;Stoiximan Super League;FRA;;;;Scouting Required;€15,500 p/m;€28K - €275K;;Right;2;2,96;33;0;0;;0;;;;0;2881;0.03;;1;22;37;0,09;-1,96;0,11;3,65;;;7,06;0.00;2;89;33;2.09;67;82;82%;0.50;19%;0.09;3;0.09;0.25;8;16;;;;;3,97;127;2,28;73;8,09;259;12,53;5,56;40,33;1291;46,52;1489;87%;0,94;30;0.03;1;0.28;9;11%;1;0;0,16;5;0.94;30;0,25;1.72;55;9,34;62%;1.72;55;1.06;0;;;;0.44;14;0.0km;333.7km;0.03;1;0.28;9;11%;6%;0,78;25;3;0.09;0.41;13;0.06;2.78
48044378;Yoël Armougom;D/WB/M (L);27;175 cm;77 kg;;Panserraikos;Stoiximan Super League;REU;FRA;;;Scouting Required;€9,500 p/m;€275K - €2.6M;;Left;5;0,84;31;0;1;;0;;;;0;2748;;;0;28;39;0,03;-0,84;0,11;3,44;;;6,79;;3;89;31;2.78;85;100;85%;0.16;0%;0.00;0;0.07;0.66;20;5;;;;;5,5;168;2,42;74;6,88;210;10,64;9,83;38,16;1165;43,79;1337;87%;1,08;33;0.23;7;2.33;71;10%;0;0;0,07;2;1.08;33;0,16;1.60;49;12,54;67%;1.97;60;0.95;0;;;;0.75;23;0.0km;327.0km;0.23;7;2.33;71;9%;;1,34;41;4;0.13;0.59;18;0.10;2.91
53180825;Christos Zafeiris;DM, M/AM (C);23;173 cm;75 kg;;PAOK;Stoiximan Super League;GRE;NOR;;Fairly Ambitious;Media-friendly;€38,500 p/m;€10.5M - €12.5M;;Right;2;1,79;18;0;1;;0;;;;0;1570;0.06;;1;16;17;0,1;-0,79;0,23;4,04;;;7,14;0.00;3;49;18 (5);2.29;40;50;80%;1.03;28%;0.29;5;0.57;0.11;2;18;;;;;5,85;102;2,81;49;9,86;172;16,74;4,59;50,96;889;56,01;977;91%;1,43;25;0.06;1;0.52;9;29%;2;0;0,11;2;2.06;36;0,17;1.72;30;12,5;43%;1.20;21;1.61;1;;;;0.63;11;0.0km;224.4km;0.23;4;1.61;28;11%;6%;0,63;11;6;0.95;0.40;7;0.17;2.81
13117442;Baba Rahman;D/WB (L);31;180 cm;69 kg;;PAOK;Stoiximan Super League;GHA;;;;Scouting Required;€94,500 p/m;€0;;Left;1;0,53;25;0;2;;0;;;;0;2345;0.04;;1;31;17;0,02;0,47;0,12;3,08;;;6,85;0.00;1;116;25 (5);2.11;55;75;73%;0.19;40%;0.08;2;0.04;0.23;6;5;;;;;5,14;134;1,84;48;6,64;173;14,58;9,83;45,52;1186;53,65;1398;85%;0,73;19;0.12;3;1.46;38;11%;0;0;0,15;4;0.73;19;0,23;2.11;55;12,32;66%;2.92;76;1.54;0;;;;1.04;27;0.0km;311.4km;0.12;3;1.46;38;7%;20%;1,34;35;5;0.83;0.58;15;0.04;4.45
19010481;Taison;M (C), AM (LC);38;172 cm;74 kg;Trn;PAOK;Stoiximan Super League;BRA;;;;Scouting Required;€100,000 p/m;€0;;Right;2;3,03;9;0;0;;0;;;;0;1196;0.30;;4;21;18;0,23;0,97;0,21;2,83;;;6,9;0.00;2;70;9 (22);1.81;24;32;75%;2.03;37%;0.75;10;0.45;0.00;0;27;;;;;2,63;35;2,78;37;12,49;166;4,14;17,68;24,31;323;29,35;390;83%;1,2;16;0.53;7;2.78;37;34%;1;0;0,0;0;1.20;16;0,0;1.96;26;13,47;10%;0.53;7;4.74;0;;;;2.78;37;0.0km;171.9km;0.53;7;2.78;37;18%;15%;0,68;9;9;1.40;0.30;4;0.15;5.27
24051702;Luka Ivanušec;M/AM (RLC);27;174 cm;76 kg;;PAOK;Stoiximan Super League;CRO;;;;Scouting Required;€18,250 p/m;€600K - €5.8M;;Right;1;10,2;37;1;0;100%;1;;;;1;3093;0.29;;10;38;37;0,3;-0,2;0,19;6,68;;;6,99;0.00;6;168;37 (13);1.60;55;74;74%;3.08;36%;1.11;38;0.96;0.03;1;106;;;;;2,01;69;2,76;95;10,65;366;10,48;15,68;26,04;895;30,73;1056;85%;1,02;35;0.20;7;1.22;42;91%;10;0;0,0;0;1.02;35;0,03;1.60;55;14,14;18%;0.90;31;3.99;5;;;;2.44;84;0.0km;441.5km;0.20;7;1.22;42;16%;9%;0,49;17;15;1.32;0.20;7;0.17;4.89
62082823;Andrija Živković;M (RL), AM (RLC);29;169 cm;62 kg;Int;PAOK;Stoiximan Super League;SRB;;;;Scouting Required;€158,000 p/m;€9M - €11.5M;;Left;0;6,55;35;0;5;;0;;;;0;2847;0.25;;8;45;54;0,21;1,45;0,29;9,17;;;7,18;0.00;9;152;35 (11);2.34;74;84;88%;1.77;48%;0.85;27;0.38;0.00;0;56;;;;;3,51;111;3,16;100;12,17;385;5,79;13,97;32,78;1037;37,74;1194;87%;1,99;63;0.66;21;2.91;92;45%;19;0;0,0;0;2.18;69;0,0;1.64;52;13,94;18%;0.89;28;3.92;2;;;;2.66;84;0.0km;385.7km;1.58;50;9.14;289;22%;14%;0,54;17;14;1.20;0.19;6;0.28;4.81
36077389;Giorgos Giakoumakis;ST (C);31;186 cm;84 kg;;PAOK;Stoiximan Super League;GRE;;;;Scouting Required;€142,000 p/m;€4.4M - €8.8M;;Right;6;15,89;41;0;5;100%;6;;;;6;3518;0.56;;22;56;99;0,41;6,11;0,08;3,29;;;7,08;0.00;3;279;41 (5);1.02;40;49;82%;3.71;52%;1.92;75;1.28;0.00;0;145;;;;;0,79;31;1,51;59;6,83;267;2,66;19,55;17,45;682;20,52;802;85%;0,72;28;0.00;0;0.26;10;0%;31;0;0,05;2;0.72;28;0,03;0.87;34;6,68;45%;3.22;126;3.91;3;;;;1.00;39;0.0km;469.6km;0.00;0;0.26;10;;15%;0,38;15;5;0.50;0.08;3;0.08;7.14
25039108;Jiří Pavlenka;GK;34;196 cm;80 kg;Ask;PAOK;Stoiximan Super League;CZE;;;;Scouting Required;€24,500 p/m;€650K - €6.4M;;Right Only;0;0,0;51;0;2;;0;50%;3;6;0;4397;;42;0;0;16;0,0;0,0;0,0;0,0;0.86;19;6,9;;0;;51;0.06;3;6;50%;;;;;;;;0;18;92;31;-1%;0,04;2;0,0;0;0,0;0;3,81;8,25;18,14;886;26,59;1299;68%;0,0;0;;;;;;0;1;0,0;0;;0;0,0;0.04;2;0,0;;;;;;-846%;0.22;10.56;;0;0.0km;271.3km;;;;;;;7,18;;0;;;;;
89058721;Mady Camara;DM, M (C);29;182 cm;81 kg;;PAOK;Stoiximan Super League;GUI;;;;Scouting Required;€50,000 p/m;€7M - €8.4M;;Right;5;3,55;24;0;0;;0;;;;0;2472;0.04;;1;48;23;0,13;-2,55;0,1;2,85;;;6,8;0.00;3;93;24 (21);2.33;64;85;75%;1.13;13%;0.15;4;0.33;0.22;6;31;;;;;4,33;119;3,09;85;9,17;252;13,07;4,95;44,75;1229;51,08;1403;88%;0,91;25;0.07;2;0.40;11;25%;1;0;0,04;1;0.91;25;0,15;1.46;40;11,76;51%;1.71;47;1.67;2;;;;0.58;16;0.0km;355.8km;0.07;2;0.40;11;18%;3%;0,58;16;6;0.35;0.15;4;0.11;3.39
96026801;Tomasz Kędziora;D (RC);31;184 cm;77 kg;Int;PAOK;Stoiximan Super League;POL;;;;Scouting Required;€36,000 p/m;€210K - €650K;;Right;7;3,33;47;1;3;;0;;;;0;4206;0.02;;1;39;13;0,07;-2,33;0,05;2,42;;;6,99;0.00;4;338;47;1.50;70;83;84%;0.49;26%;0.13;6;0.15;0.86;40;23;;;;;3,83;179;1,39;65;3,7;173;15,0;3,94;54,99;2570;60,79;2841;90%;0,32;15;0.02;1;0.30;14;33%;4;0;0,34;16;0.32;15;0,71;1.22;57;6,08;75%;5.41;253;1.82;1;;;;0.17;8;0.0km;513.9km;0.02;1;0.30;14;7%;4%;1,28;60;3;0.10;0.56;26;0.09;7.23
16060932;Thomas Murg;M (RL), AM (RLC);31;174 cm;70 kg;Ask;PAOK;Stoiximan Super League;AUT;;;;Scouting Required;€52,500 p/m;€170K - €1.7M;;Left;1;1,18;7;0;0;100%;1;;;;1;951;0.38;;4;8;9;0,11;2,82;0,15;1,55;;;6,87;0.00;0;51;7 (16);1.23;13;17;76%;1.51;44%;0.66;7;0.66;0.00;0;16;;;;;1,61;17;2,27;24;10,5;111;6,81;20,82;26,31;278;30,19;319;87%;0,57;6;0.00;0;1.04;11;0%;1;0;0,0;0;1.14;12;0,0;2.08;22;10,98;25%;1.23;13;3.60;0;;;;1.89;20;0.0km;138.3km;0.00;0;1.04;11;;25%;0,28;3;4;1.69;0.38;4;;4.83
89037951;Kaiyne Woolery;AM (RL), ST (C);31;182 cm;82 kg;;PAOK;Stoiximan Super League;ENG;;Trained in nation (15-21);;Scouting Required;€53,000 p/m;€30K - €300K;;Right;0;2,95;18;0;1;;0;;;;0;1713;0.26;;5;12;23;0,15;2,05;0,1;1,91;;;6,93;0.00;1;110;18 (20);2.15;41;50;82%;1.73;27%;0.47;9;0.68;0.00;0;33;;;;;3,1;59;2,99;57;12,29;234;4,2;18,76;29,32;558;34,05;648;86%;1,68;32;0.37;7;3.57;68;35%;4;0;0,05;1;1.68;32;0,0;1.47;28;13,45;33%;1.89;36;3.89;3;;;;2.05;39;0.0km;228.9km;0.37;7;3.57;68;10%;15%;0,95;18;4;0.79;0.11;2;0.05;5.78
58123846;Fedor Chalov;ST (C);28;183 cm;75 kg;;PAOK;Stoiximan Super League;RUS;;;;Scouting Required;€119,000 p/m;€5.6M - €9M;;Right;0;12,26;16;0;4;50%;2;;;;4;1733;0.62;;12;11;48;0,64;-0,26;0,18;3,4;;;7,14;0.00;1;152;16 (21);0.73;14;19;74%;4.21;44%;1.87;36;0.99;0.00;0;81;;;;;0,99;19;1,25;24;7,69;148;3,06;16,05;21,19;408;24,77;477;86%;0,62;12;0.05;1;0.73;14;17%;6;0;0,0;0;0.62;12;0,05;0.99;19;7,53;19%;1.51;29;6.39;0;;;;1.61;31;0.0km;220.8km;0.05;1;0.73;14;7%;15%;0,52;10;6;1.09;0.10;2;0.05;7.89
24000971;Dejan Lovren;D (C);36;188 cm;83 kg;Ret;PAOK;Stoiximan Super League;CRO;BIH;;;Scouting Required;€44,500 p/m;€0;;Right;7;2,53;39;2;1;;0;;;;0;3427;0.03;;1;33;9;0,07;-1,53;0,03;1,17;;;6,78;0.00;1;262;39 (1);1.00;38;54;70%;0.47;17%;0.08;3;0.08;0.50;19;18;;;;;4,04;154;1,02;39;3,07;117;15,05;3,68;50,69;1930;56,12;2137;90%;0,29;11;0.00;0;0.11;4;0%;0;0;0,34;13;0.29;11;0,81;1.81;69;4,99;75%;5.15;196;1.73;0;;;;0.11;4;0.0km;413.0km;0.00;0;0.11;4;;6%;1,34;51;5;0.68;0.60;23;0.03;6.88
36159280;Giannis Konstantelias;M (C), AM (RLC);23;178 cm;66 kg;;PAOK;Stoiximan Super League;GRE;;;;Scouting Required;€19,000 p/m;€10.5M - €16.5M;;Right Only;0;4,37;21;0;0;;0;;;;0;1662;0.22;;4;11;18;0,24;-0,37;0,19;3,44;;;6,99;0.00;5;72;21 (8);1.90;35;48;73%;2.65;39%;1.03;19;0.76;0.00;0;49;;;;;2,17;40;2,76;51;12,13;224;12,24;14,03;28,16;520;33,68;622;84%;1,46;27;0.11;2;1.46;27;22%;6;0;0,05;1;1.46;27;0,0;1.73;32;13,81;21%;0.81;15;3.09;0;;;;1.79;33;0.0km;246.2km;0.11;2;1.46;27;7%;8%;0,87;16;8;1.15;0.22;4;0.27;3.90
22051266;Kiril Despodov;M (R), AM (RL), ST (C);29;180 cm;70 kg;;PAOK;Stoiximan Super League;BUL;;;;Scouting Required;€175,000 p/m;€9M - €14M;;Right;0;5,24;32;0;5;;0;;;;0;2527;0.21;;6;33;35;0,19;0,76;0,26;7,29;;;7,12;0.00;7;143;32 (12);2.35;66;84;79%;2.35;42%;1.00;28;0.78;0.00;0;66;;;;;2,99;84;3,38;95;12,14;341;5,88;18,45;28,21;792;33,19;932;85%;1,21;34;0.50;14;3.21;90;54%;6;0;0,0;0;2.28;64;0,0;2.21;62;13,11;28%;1.42;40;3.67;2;;;;2.99;84;0.0km;345.5km;1.18;33;6.55;184;15%;9%;0,57;16;14;1.42;0.43;12;0.25;5.09
28090682;Jonjoe Kenny;D/WB (R);29;176 cm;66 kg;;PAOK;Stoiximan Super League;ENG;;Trained in nation (15-21);;Scouting Required;€30,000 p/m;€4.5M - €7.2M;;Right;6;3,06;33;0;3;;0;;;;0;2972;0.09;;3;37;30;0,09;-0,06;0,11;3,71;;;7,06;0.00;2;172;33 (6);2.06;68;83;82%;0.82;26%;0.21;7;0.27;0.67;22;27;;;;;4,39;145;1,64;54;7,72;255;14,14;11,27;43,18;1426;49,39;1631;87%;1,0;33;0.36;12;1.48;49;40%;1;0;0,24;8;1.00;33;0,39;2.18;72;15,75;66%;3.45;114;1.76;2;;;;1.39;46;0.0km;424.5km;0.36;12;1.48;49;24%;11%;1,42;47;7;0.38;0.70;23;0.06;5.21
58031133;Magomed Ozdoev;DM, M (C);33;184 cm;76 kg;;PAOK;Stoiximan Super League;RUS;;;;Scouting Required;€94,500 p/m;€750K - €1.7M;;Right;2;2,34;29;0;1;;0;;;;0;2416;;;0;20;13;0,09;-2,34;0,15;4,16;;;6,94;;4;96;29 (18);2.24;60;71;85%;0.60;13%;0.07;2;0.11;0.11;3;16;;;;;4,43;119;2,61;70;9,54;256;14,04;6,33;47,05;1263;52,08;1398;90%;1,53;41;0.22;6;0.63;17;103%;0;0;0,19;5;1.53;41;0,3;1.56;42;10,91;56%;2.01;54;1.56;0;;;;0.34;9;0.0km;330.4km;0.22;6;0.63;17;35%;;1,34;36;6;0.64;0.45;12;0.15;3.58
61074608;Greg Taylor;D/WB (L);28;175 cm;62 kg;;PAOK;Stoiximan Super League;SCO;;;;Scouting Required;€44,500 p/m;€5.8M - €9M;;Left;2;0,39;40;0;2;;0;;;;0;3459;;;0;52;32;0,01;-0,39;0,09;3,64;;;7,03;;7;179;40 (1);2.94;113;152;74%;0.23;11%;0.03;1;0.13;0.55;21;9;;;;;6,84;263;2,71;104;9,16;352;14,15;8,46;41,6;1599;48,47;1863;86%;1,33;51;0.26;10;2.37;91;31%;2;0;0,16;6;1.33;51;0,34;2.34;90;17,15;56%;2.63;101;2.03;1;;;;1.12;43;0.0km;482.3km;0.26;10;2.37;91;10%;;1,22;47;8;0.64;0.47;18;0.18;4.66
85049379;Soualiho Meïté;DM, M (C);32;187 cm;80 kg;Unh;PAOK;Stoiximan Super League;CIV;FRA;;;Scouting Required;€112,000 p/m;Not for Sale;;Right;4;2,74;42;0;0;;0;;;;0;3674;0.02;;1;36;34;0,07;-1,74;0,08;3,26;;;6,91;0.00;2;154;42 (8);2.23;91;132;69%;0.56;35%;0.20;8;0.20;0.12;5;23;;;;;5,39;220;3,04;124;9,63;393;14,89;5,32;49,14;2006;54,92;2242;89%;0,88;36;0.07;3;0.34;14;110%;4;0;0,07;3;0.88;36;0,29;1.42;58;11,24;66%;2.47;101;1.30;0;;;;0.47;19;0.0km;531.3km;0.07;3;0.34;14;21%;4%;0,66;27;5;0.52;0.22;9;0.05;3.77
13224511;Olakunle Olusegun;AM (RL), ST (C);24;167 cm;67 kg;;Pari NN;MIR Rossiyskaya Premyer-Liga;NGA;;;;Scouting Required;€83,500 p/m;€325K - €3.2M;;Right Only;1;6,06;30;0;0;;0;;;;0;2700;0.10;;3;36;39;0,2;-3,06;0,06;1,79;;;7,01;0.00;3;35;30;1.27;38;56;68%;1.90;49%;0.93;28;0.00;0.00;0;57;;;;;0,93;28;0,83;25;3,9;117;2,1;5,57;19,4;582;26,47;794;73%;0,2;6;0.30;9;2.30;69;13%;0;0;0,0;0;0.20;6;0,03;0.97;29;4,73;29%;0.33;10;0.83;0;;;;0.93;28;0.0km;125.8km;0.30;9;2.30;69;13%;5%;0,5;15;1;0.03;0.47;14;0.10;1.17
48042314;Ilan Kebbal;M (R), AM (RC);27;169 cm;58 kg;;Paris FC;Ligue 1 Uber Eats;ALG;FRA;;;Scouting Required;€16,250 p/m;€850K - €8.8M;;Left;7;2,09;20;0;2;;0;;;;0;1733;0.31;;6;27;19;0,11;3,91;0,23;4,37;;;7,02;0.00;3;83;20 (4);2.39;46;52;88%;0.88;41%;0.36;7;0.36;0.00;0;17;;;;;3,69;71;2,7;52;13,61;262;5,82;13,19;27,06;521;32,98;635;82%;1,61;31;0.47;9;2.65;51;34%;8;0;0,0;0;1.97;38;0,0;2.23;43;16,77;8%;0.36;7;3.95;1;;;;2.75;53;0.0km;232.8km;0.57;11;2.80;54;17%;35%;0,88;17;6;1.23;0.21;4;0.16;4.31
48037980;Samir Chergui;D (RC), DM;27;185 cm;78 kg;Wnt;Paris FC;Ligue 1 Uber Eats;ALG;FRA;;Balanced;Outspoken;€18,750 p/m;€600K;€575K;Right Only;0;0,1;10;0;0;;0;;;;0;1105;;;0;9;13;0,01;-0,1;0,07;0,81;;;6,69;;2;65;10 (11);2.12;26;32;81%;0.08;0%;0.00;0;0.00;0.57;7;1;;;;;5,13;63;2,52;31;6,84;84;8,63;9,04;43,25;531;47,0;577;92%;0,65;8;0.08;1;1.14;14;7%;0;0;0,16;2;0.65;8;0,41;1.71;21;11,16;57%;3.01;37;2.28;0;;;;0.90;11;0.0km;142.4km;0.08;1;1.14;14;7%;;1,22;15;1;0.08;0.24;3;0.16;5.29
85140254;Maxime Lopez;DM, M/AM (C);28;167 cm;58 kg;Wnt;Paris FC;Ligue 1 Uber Eats;ALG;FRA;;;Scouting Required;€127,000 p/m;€11M - €17.5M;;Right;10;2,44;28;0;0;;0;;;;0;2177;;;0;39;26;0,1;-2,44;0,21;5,07;;;6,91;;5;58;28;1.94;47;63;75%;0.66;19%;0.12;3;0.29;0.04;1;16;;;;;3,84;93;2,6;63;11,04;267;13,31;13,31;41,75;1010;48,49;1173;86%;1,07;26;0.21;5;0.79;19;26%;1;0;0,0;0;1.07;26;0,0;1.90;46;10,62;17%;0.41;10;1.98;0;;;;1.32;32;0.0km;306.1km;0.21;5;0.79;19;26%;;0,74;18;14;0.60;0.62;15;0.21;2.40
34011922;Timothée Kolodziejczak;D (LC), WB (L);34;185 cm;75 kg;;Paris FC;Ligue 1 Uber Eats;FRA;POL;;;Scouting Required;€24,000 p/m;€0 - €7K;;Left Only;3;0,0;2;0;1;;0;;;;0;502;;;0;8;3;0,0;0,0;0,13;0,75;;;6,99;;1;34;2 (11);2.33;13;17;76%;0.18;0%;0.00;0;0.00;1.25;7;1;;;;;5,56;31;2,33;13;5,92;33;17,03;4,12;53,43;298;57,37;320;93%;0,54;3;0.00;0;1.08;6;0%;0;0;0,36;2;0.54;3;0,9;1.79;10;8,61;71%;4.30;24;1.79;0;;;;0.54;3;0.0km;67.5km;0.00;0;1.08;6;;;1,61;9;1;0.34;0.18;1;0.18;6.10
48040712;Mathieu Cafaro;M (RLC), AM (RL);29;175 cm;60 kg;;Paris FC;Ligue 1 Uber Eats;FRA;;;;Scouting Required;€37,000 p/m;€550K - €5.6M;;Right;4;1,92;20;0;2;;0;;;;0;1762;0.05;;1;39;20;0,1;-0,92;0,2;3,84;;;6,84;0.00;5;114;20 (12);2.55;50;62;81%;1.07;24%;0.26;5;0.26;0.05;1;21;;;;;3,37;66;3,32;65;11,44;224;6,13;15,32;26,51;519;32,89;644;81%;1,28;25;0.36;7;3.22;63;19%;7;0;0,05;1;2.50;49;0,2;1.84;36;15,53;32%;1.89;37;3.93;1;;;;2.04;40;0.0km;241.5km;1.69;33;12.16;238;11%;5%;0,87;17;12;0.70;0.36;7;0.26;5.82
18096680;Thibault De Smet;D/WB (L);27;183 cm;68 kg;Wnt;Paris FC;Ligue 1 Uber Eats;BEL;;;Fairly Ambitious;Level-headed;€11,750 p/m;€250K - €2.5M;;Left;4;0,7;34;0;1;;0;;;;0;3010;;;0;27;24;0,02;-0,7;0,02;0,8;;;6,97;;1;178;34;3.17;106;130;82%;0.15;20%;0.03;1;0.03;0.63;21;5;;;;;5,38;180;2,54;85;9,57;320;12,32;13,46;40,04;1339;45,18;1511;89%;1,05;35;0.36;12;3.23;108;12%;7;0;0,3;10;1.05;35;0,66;2.18;73;15,49;67%;3.59;120;1.73;0;;;;1.11;37;0.0km;425.3km;0.36;12;3.23;108;11%;;1,5;50;4;0.13;0.72;24;0.03;5.32
49033539;Pierre-Yves Hamel;ST (C);32;189 cm;76 kg;Wnt;Paris FC;Ligue 1 Uber Eats;FRA;;;;Scouting Required;€14,500 p/m;€3K - €28K;;Right;2;7,42;6;0;0;100%;1;;;;1;1051;0.69;;8;13;21;0,64;0,58;0,1;1,14;;;6,72;0.00;1;117;6 (27);1.71;20;26;77%;5.99;33%;1.97;23;1.80;0.00;0;70;;;;;0,86;10;1,8;21;7,96;93;2,14;16,44;19,95;233;22,78;266;88%;0,69;8;0.00;0;0.34;4;0%;2;0;0,0;0;0.69;8;0,0;0.77;9;7,02;39%;3.94;46;6.08;1;;;;0.43;5;0.0km;139.7km;0.00;0;0.34;4;;11%;0,43;5;3;0.90;;0;0.09;10.02
48036255;Jean-Philippe Krasso;AM (LC), ST (C);28;187 cm;80 kg;;Paris FC;Ligue 1 Uber Eats;CIV;FRA;;;Scouting Required;€21,000 p/m;€230K - €2.3M;;Left;2;10,69;33;0;1;67%;2;;;;3;2548;0.32;;9;37;65;0,38;-1,69;0,12;3,4;;;6,81;0.00;1;304;33;1.09;31;47;66%;2.93;45%;1.31;37;0.99;0.00;0;83;;;;;1,2;34;1,8;51;7,66;217;2,05;20,45;20,2;572;23,59;668;86%;0,81;23;0.04;1;0.78;22;13%;16;0;0,0;0;0.88;25;0,11;0.85;24;6,82;38%;4.06;115;6.68;2;;;;0.88;25;0.0km;331.3km;0.11;3;0.88;25;4%;11%;0,39;11;11;0.40;;0;0.04;10.74
49038936;Willem Geubbels;AM (L), ST (C);24;185 cm;72 kg;;Paris FC;Ligue 1 Uber Eats;NED;FRA;;;Scouting Required;€24,000 p/m;€180K - €11M;;Right;6;5,35;33;0;0;;0;;;;0;2447;0.22;;6;31;78;0,2;0,65;0,04;1,03;;;6,73;0.00;1;257;33;1.21;33;40;83%;2.13;50%;1.07;29;0.77;0.00;0;58;;;;;1,25;34;1,51;41;7,28;198;2,02;16,73;19,57;532;22,69;617;86%;0,77;21;0.04;1;0.55;15;7%;9;0;0,0;0;0.77;21;0,11;1.18;32;6,66;39%;3.68;100;5.77;1;;;;1.32;36;0.0km;328.3km;0.04;1;0.55;15;6%;10%;0,55;15;1;0.04;0.07;2;0.04;9.45
91167594;Phil Neumann;D (RC), WB (R);28;192 cm;91 kg;;Paris FC;Ligue 1 Uber Eats;GER;;;Perfectionist;Media-friendly;€11,500 p/m;€400K - €11.5M;;Right Only;2;0,2;13;1;0;;0;;;;0;1128;;;0;17;5;0,02;-0,2;0,11;1,33;;;6,69;;0;76;13 (2);2.31;29;33;88%;0.32;0%;0.00;0;0.24;0.80;10;4;;;;;4,47;56;1,99;25;7,26;91;11,73;10,77;40,21;504;45,8;574;88%;0,16;2;0.08;1;2.31;29;3%;1;0;0,16;2;0.16;2;0,56;2.55;32;11,65;64%;3.91;49;2.15;0;;;;1.60;20;0.0km;155.5km;0.08;1;2.31;29;3%;;0,96;12;0;;0.40;5;;6.06
48034511;Pierre Lees-Melou;DM, M (C);33;185 cm;69 kg;;Paris FC;Ligue 1 Uber Eats;FRA;;;;Scouting Required;€113,000 p/m;€325K - €3.4M;;Right;2;5,39;33;0;2;;0;;;;0;2619;0.21;;6;35;21;0,19;0,61;0,05;1,57;;;6,88;0.00;4;72;33 (2);1.92;56;77;73%;1.75;33%;0.58;17;0.82;0.00;0;51;;;;;3,4;99;2,58;75;11,51;335;11,79;12,41;39,35;1145;46,32;1348;85%;0,96;28;0.17;5;0.89;26;18%;1;0;0,07;2;1.00;29;0,03;1.62;47;12,13;21%;0.52;15;1.96;1;;;;0.86;25;0.0km;355.3km;0.21;6;1.24;36;19%;12%;0,65;19;5;0.18;0.14;4;0.14;2.47
48041352;Sofiane Alakouch;D (RL), WB (R);27;175 cm;66 kg;;Paris FC;Ligue 1 Uber Eats;MAR;FRA;;;Scouting Required;€6,250 p/m;€0 - €35K;;Right;0;1,54;21;0;0;;0;;;;0;1809;;;0;30;19;0,08;-1,54;0,08;1,59;;;6,75;;2;78;21 (3);2.44;49;59;83%;0.60;42%;0.25;5;0.30;0.40;8;12;;;;;5,07;102;1,99;40;7,11;143;10,9;16,47;39,25;789;44,93;903;87%;0,8;16;0.45;9;2.49;50;38%;1;0;0,15;3;0.80;16;0,25;2.29;46;13,33;50%;1.94;39;1.94;1;;;;1.49;30;0.0km;253.6km;0.45;9;2.49;50;18%;;1,29;26;3;0.19;0.90;18;0.10;3.88
35018013;Kevin Trapp;GK;35;189 cm;83 kg;;Paris FC;Ligue 1 Uber Eats;GER;;;;Scouting Required;€50,000 p/m;Not for Sale;;Right Only;1;0,0;36;0;4;;0;14%;1;7;0;3184;;44;0;1;8;0,0;0,0;0,0;0,0;1.24;10;6,83;;0;;36;0.03;1;7;14%;;;;;;;;0;33;71;37;-1%;0,17;6;0,0;0;0,0;0;3,48;8,25;18,43;652;23,32;825;79%;0,0;0;;;;;;0;1;0,0;0;;0;0,0;;0;0,03;;;;;;-655%;0.27;9.56;;0;0.0km;204.9km;;;;;;;1,39;;0;;;;;
49058981;Lohann Doucet;DM, M (C);23;180 cm;73 kg;;Paris FC;Ligue 1 Uber Eats;BFA;FRA;;Balanced;Media-friendly;€19,250 p/m;€1.8M - €4M;;Right;2;1,02;1;0;0;;0;;;;0;466;;;0;9;2;0,2;-1,02;0,12;0,64;;;6,67;;0;21;1 (11);2.70;14;14;100%;0.77;0%;0.00;0;0.19;0.00;0;4;;;;;3,09;16;3,48;18;11,97;62;8,5;16,61;39,21;203;44,23;229;89%;0,97;5;0.19;1;0.77;4;33%;1;0;0,0;0;0.97;5;0,58;1.35;7;10,82;52%;2.12;11;1.93;1;;;;0.39;2;0.0km;67.4km;0.19;1;0.77;4;25%;;0,97;5;3;0.69;0.19;1;;4.06
